fltno,dest,source,freq,route,distance
AI 0554,MAA,DEL,2,DEL-MAA,1759.82
AI 0484,RPR,DEL,1,DEL-RPR,944.19
AI 0684,GOI,BOM,4,BOM-GOI,424.80
AI 0459,DEL,HYD,1,HYD-DEL,1266.57
AI 0893,DEL,DIB,1,DIB-DEL,1761.61
AI 0895,DEL,IXA,1,IXA-DEL,1502.19
AI 0419,DEL,STV,2,STV-DEL,936.60
AI 0518,HYD,VTZ,1,VTZ-HYD,511.79
AI 3425,DEL,SXR,1,SXR-DEL,642.91
AI 0560,DEL,HYD,1,HYD-DEL,1266.57
AI 0713,CCU,AJL,1,AJL-CCU,446.24
AI 0519,VTZ,HYD,1,HYD-VTZ,511.79
AI 0459,HYD,VGA,1,VGA-HYD,263.63
AI 0649,BOM,ATQ,1,ATQ-BOM,1416.61
AI 0420,STV,DEL,2,DEL-STV,936.60
AI 0896,IXA,DEL,1,DEL-IXA,1502.19
AI 0406,DEL,VNS,2,VNS-DEL,667.30
AI 3426,SXR,DEL,1,DEL-SXR,642.91
AI 0714,AJL,CCU,1,CCU-AJL,446.24
AI 0894,DIB,DEL,1,DEL-DIB,1761.61
AI 0460,VGA,HYD,1,HYD-VGA,263.63
AI 0485,DEL,IXZ,1,IXZ-DEL,2484.67
AI 0543,HYD,DEL,1,DEL-HYD,1266.57
AI 0405,VNS,DEL,2,DEL-VNS,667.30
AI 0766,MAA,CCU,1,CCU-MAA,1385.71
AI 0460,HYD,DEL,1,DEL-HYD,1266.57
AI 0650,ATQ,BOM,1,BOM-ATQ,1416.61
AI 0471,DEL,UDR,1,UDR-DEL,541.16
AI 0565,BLR,LKO,1,LKO-BLR,1544.12
AI 0421,DEL,IDR,1,IDR-DEL,661.52
AI 0745,CCU,IXA,1,IXA-CCU,316.55
AI 0891,DEL,GAU,2,GAU-DEL,1456.12
AI 0472,UDR,DEL,1,DEL-UDR,541.16
AI 0486,IXZ,DEL,1,DEL-IXZ,2484.67
AI 3743,CCU,IXA,1,IXA-CCU,316.55
AI 0765,CCU,MAA,1,MAA-CCU,1385.71
AI 0422,IDR,DEL,1,DEL-IDR,661.52
AI 0746,IXA,CCU,1,CCU-IXA,316.55
AI 0415,DEL,PAT,1,PAT-DEL,857.01
AI 0637,BOM,AMD,2,AMD-BOM,444.16
AI 0566,LKO,BLR,1,BLR-LKO,1544.12
AI 3744,IXA,CCU,1,CCU-IXA,316.55
AI 0489,DEL,STV,1,STV-DEL,936.60
AI 0451,DEL,VTZ,1,VTZ-DEL,1357.23
AI 0416,PAT,DEL,1,DEL-PAT,857.01
AI 0892,GAU,DEL,2,DEL-GAU,1456.12
AI 0638,AMD,BOM,2,BOM-AMD,444.16
AI 0452,VTZ,DEL,1,DEL-VTZ,1357.23
AI 0490,STV,DEL,1,DEL-STV,936.60
AI 3427,DEL,DIB,1,DIB-DEL,1761.61
AI 0895,DEL,IXA,1,IXA-DEL,1502.19
AI 0753,CCU,IXS,1,IXS-CCU,525.01
AI 0883,DEL,GOI,1,GOI-DEL,1502.89
AI 0866,BOM,DEL,2,DEL-BOM,1136.82
AI 0573,BLR,PAT,1,PAT-BLR,1579.63
AI 0754,IXS,CCU,1,CCU-IXS,525.01
AI 3427,DIB,GAU,1,GAU-DIB,373.40
AI 0827,DEL,SXR,1,SXR-DEL,642.91
AI 0896,IXA,DEL,1,DEL-IXA,1502.19
AI 0883,GOI,AGR,1,AGR-GOI,1377.32
AI 3427,GAU,DEL,1,DEL-GAU,1456.12
AI 0865,DEL,BOM,2,BOM-DEL,1136.82
AI 0574,PAT,BLR,1,BLR-PAT,1579.63
AI 0828,SXR,DEL,1,DEL-SXR,642.91
AI 0889,DEL,IMF,2,IMF-DEL,1720.47
AI 0445,IXC,DEL,1,DEL-IXC,237.35
AI 0883,AGR,DEL,1,DEL-AGR,177.22
AI 0471,DEL,UDR,1,UDR-DEL,541.16
AI 0565,BLR,LKO,1,LKO-BLR,1544.12
AI 0403,DEL,RAJ,1,RAJ-DEL,940.17
AI 0745,CCU,IXA,1,IXA-CCU,316.55
AI 0891,DEL,GAU,1,GAU-DEL,1456.12
AI 0890,IMF,DEL,2,DEL-IMF,1720.47
AI 3713,CCU,IMF,1,IMF-CCU,602.16
AI 0472,UDR,DEL,1,DEL-UDR,541.16
AI 0746,IXA,CCU,1,CCU-IXA,316.55
AI 3714,IMF,CCU,1,CCU-IMF,602.16
AI 0404,RAJ,DEL,1,DEL-RAJ,940.17
AI 0566,LKO,BLR,1,BLR-LKO,1544.12
AI 0427,DEL,VNS,1,VNS-DEL,667.30
AI 0451,DEL,VTZ,1,VTZ-DEL,1357.23
AI 0577,BLR,CCU,1,CCU-BLR,1546.84
AI 0892,GAU,DEL,1,DEL-GAU,1456.12
AI 0428,VNS,DEL,1,DEL-VNS,667.30
AI 0452,VTZ,DEL,1,DEL-VTZ,1357.23
AI 0578,CCU,BLR,1,BLR-CCU,1546.84
AI 0485,DEL,IXZ,1,IXZ-DEL,2484.67
AI 0895,DEL,IXA,1,IXA-DEL,1502.19
AI 0459,DEL,VGA,1,VGA-DEL,1389.84
AI 0419,DEL,STV,1,STV-DEL,936.60
AI 0469,DEL,RPR,1,RPR-DEL,944.19
AI 0568,HYD,BLR,1,BLR-HYD,455.16
AI 0688,BOM,DED,1,DED-BOM,1345.34
AI 3425,DEL,SXR,1,SXR-DEL,642.91
AI 0573,BLR,PAT,1,PAT-BLR,1579.63
AI 0879,DEL,IXB,1,IXB-DEL,1125.76
AI 0445,DEL,IXL,1,IXL-DEL,621.97
AI 0625,BOM,LKO,1,LKO-BOM,1183.58
AI 0649,BOM,ATQ,1,ATQ-BOM,1416.61
AI 0419,STV,GOI,1,GOI-STV,647.80
AI 0568,BLR,DED,1,DED-BLR,1889.97
AI 0896,IXA,DEL,1,DEL-IXA,1502.19
AI 3829,SXR,IXJ,1,IXJ-SXR,144.48
AI 0460,VGA,DEL,1,DEL-VGA,1389.84
AI 0470,RPR,DEL,1,DEL-RPR,944.19
AI 0788,IXZ,CCU,1,CCU-IXZ,1306.14
AI 0852,PNQ,DEL,1,DEL-PNQ,1155.08
AI 0486,IXZ,DEL,1,DEL-IXZ,2484.67
AI 0689,DED,BOM,1,BOM-DED,1345.34
AI 0449,IXL,IXJ,1,IXJ-IXL,298.45
AI 3830,IXJ,SXR,1,SXR-IXJ,144.48
AI 0880,IXB,DEL,1,DEL-IXB,1125.76
AI 0574,PAT,BLR,1,BLR-PAT,1579.63
AI 0626,LKO,BOM,1,BOM-LKO,1183.58
AI 0667,GOI,STV,1,STV-GOI,647.80
AI 3426,SXR,DEL,1,DEL-SXR,642.91
AI 0650,ATQ,BOM,1,BOM-ATQ,1416.61
AI 0450,IXJ,IXL,1,IXL-IXJ,298.45
AI 0568,DED,HYD,1,HYD-DED,1441.08
AI 3722,CCU,AJL,1,AJL-CCU,446.24
AI 0667,STV,HYD,1,HYD-STV,736.94
AI 3713,CCU,IMF,1,IMF-CCU,602.16
AI 0565,BLR,LKO,1,LKO-BLR,1544.12
AI 0446,IXL,DEL,1,DEL-IXL,621.97
AI 0527,BLR,PNQ,1,PNQ-BLR,722.69
AI 3722,AJL,IXS,1,IXS-AJL,124.66
AI 3714,IMF,CCU,1,CCU-IMF,602.16
AI 0420,HYD,STV,1,STV-HYD,736.94
AI 3722,IXS,CCU,1,CCU-IXS,525.01
AI 0528,PNQ,BLR,1,BLR-PNQ,722.69
AI 0415,DEL,PAT,1,PAT-DEL,857.01
AI 0566,LKO,BLR,1,BLR-LKO,1544.12
AI 0427,DEL,VNS,1,VNS-DEL,667.30
AI 0465,DEL,COK,1,COK-DEL,2047.67
AI 0420,STV,DEL,1,DEL-STV,936.60
AI 0416,PAT,DEL,1,DEL-PAT,857.01
AI 0428,VNS,DEL,1,DEL-VNS,667.30
AI 0617,BOM,HYD,1,HYD-BOM,622.84
AI 0466,COK,DEL,1,DEL-COK,2047.67
AI 0618,HYD,BOM,1,BOM-HYD,622.84
AI 3887,DEL,BOM,1,BOM-DEL,1136.82
AI 0887,DEL,BOM,5,BOM-DEL,1136.82
AI 0664,GOI,BOM,1,BOM-GOI,424.80
9I 506,AGX,COK,6,COK-AGX,468.04
9I 506,AGX,COK,1,COK-AGX,468.04
9I 873,AMD,IXY,6,IXY-AMD,259.25
9I 887,AMD,ISK,6,ISK-AMD,354.47
9I 887,AMD,ISK,1,ISK-AMD,354.47
9I 697,IXD,PAB,4,PAB-IXD,385.73
9I 604,IXD,DEL,3,DEL-IXD,575.43
9I 698,IXD,DEL,4,DEL-IXD,575.43
9I 876,BLR,KLH,4,KLH-BLR,532.28
9I 702,BEK,DEL,4,DEL-BEK,230.69
9I 562,IXG,PNQ,6,PNQ-IXG,311.72
9I 505,BLR,COK,6,COK-BLR,367.26
9I 505,BLR,COK,1,COK-BLR,367.26
9I 509,BLR,GBI,4,GBI-BLR,463.90
9I 531,BLR,MYQ,1,MYQ-BLR,156.73
9I 531,BLR,MYQ,4,MYQ-BLR,156.73
9I 531,BLR,MYQ,2,MYQ-BLR,156.73
9I 509,BLR,GBI,1,GBI-BLR,463.90
9I 509,BLR,GBI,2,GBI-BLR,463.90
9I 652,BHU,BOM,7,BOM-BHU,304.59
9I 748,BBI,JRG,7,JRG-BBI,260.90
9I 834,BKB,DEL,7,DEL-BKB,384.39
9I 692,PAB,JLR,4,JLR-PAB,249.35
9I 698,PAB,IXD,4,IXD-PAB,385.73
9I 714,IXC,DHM,6,DHM-IXC,173.17
9I 805,IXC,KUU,6,KUU-IXC,138.23
9I 806,IXC,DEL,6,DEL-IXC,237.35
9I 818,IXC,DEL,3,DEL-IXC,237.35
9I 858,DED,DEL,7,DEL-DED,209.71
9I 645,DED,PGH,7,PGH-DED,179.55
9I 646,DED,DEL,7,DEL-DED,209.71
9I 610,DED,DEL,7,DEL-DED,209.71
9I 835,DEL,IXP,3,IXP-DEL,432.29
9I 701,DEL,BEK,4,BEK-DEL,230.69
9I 837,DEL,LUH,4,LUH-DEL,278.44
9I 643,DEL,JAI,7,JAI-DEL,230.26
9I 857,DEL,DED,7,DED-DEL,209.71
9I 645,DEL,DED,7,DED-DEL,209.71
9I 609,DEL,DED,7,DED-DEL,209.71
9I 713,DEL,DHM,6,DHM-DEL,409.19
9I 713,DEL,DHM,1,DHM-DEL,409.19
9I 833,DEL,BKB,7,BKB-DEL,384.39
9I 831,DEL,IXC,7,IXC-DEL,237.35
9I 832,DEL,IXC,7,IXC-DEL,237.35
9I 843,DEL,JAI,7,JAI-DEL,230.26
9I 809,DEL,GOP,7,GOP-DEL,657.56
9I 805,DEL,IXC,6,IXC-DEL,237.35
9I 805,DEL,KUU,1,KUU-DEL,369.33
9I 697,DEL,IXD,4,IXD-DEL,575.43
9I 603,DEL,IXD,3,IXD-DEL,575.43
9I 817,DEL,IXC,3,IXC-DEL,237.35
9I 691,DEL,JLR,4,JLR-DEL,667.08
9I 617,DEL,JLR,3,JLR-DEL,667.08
9I 713,DHM,IXC,6,IXC-DHM,173.17
9I 714,DHM,DEL,6,DEL-DHM,409.19
9I 714,DHM,DEL,1,DEL-DHM,409.19
9I 741,DMU,IMF,4,IMF-DMU,125.61
9I 742,DMU,GAU,4,GAU-DMU,219.79
9I 624,NMB,BOM,7,BOM-NMB,149.66
9I 658,GOI,BOM,7,BOM-GOI,424.80
9I 882,GOI,MYQ,7,MYQ-GOI,464.48
9I 809,GOP,LKO,7,LKO-GOP,254.24
9I 810,GOP,DEL,7,DEL-GOP,657.56
9I 666,GBI,BOM,4,BOM-GBI,475.92
9I 510,GBI,BLR,4,BLR-GBI,463.90
9I 510,GBI,BLR,1,BLR-GBI,463.90
9I 510,GBI,BLR,2,BLR-GBI,463.90
9I 741,GAU,DMU,4,DMU-GAU,219.79
9I 742,GAU,CCU,4,CCU-GAU,498.31
9I 737,GAU,IXT,3,IXT-GAU,430.47
9I 738,GAU,CCU,3,CCU-GAU,498.31
9I 880,HBX,BPM,3,BPM-HBX,429.25
9I 561,BPM,PNQ,6,PNQ-BPM,497.00
9I 561,BPM,PNQ,1,PNQ-BPM,497.00
9I 881,BPM,MYQ,7,MYQ-BPM,612.53
9I 875,BPM,KLH,4,KLH-BPM,452.71
9I 875,BPM,KLH,1,KLH-BPM,452.71
9I 875,BPM,KLH,2,KLH-BPM,452.71
9I 879,BPM,HBX,3,HBX-BPM,429.25
9I 885,BPM,JGB,7,JGB-BPM,417.76
9I 871,BPM,ISK,6,ISK-BPM,563.66
9I 871,BPM,ISK,1,ISK-BPM,563.66
9I 742,IMF,DMU,4,DMU-IMF,125.61
9I 692,JLR,DEL,4,DEL-JLR,667.08
9I 691,JLR,PAB,4,PAB-JLR,249.35
9I 618,JLR,DEL,3,DEL-JLR,667.08
9I 885,JGB,RPR,7,RPR-JGB,236.24
9I 886,JGB,BPM,7,BPM-JGB,417.76
9I 644,JAI,DEL,7,DEL-JAI,230.26
9I 844,JAI,DEL,7,DEL-JAI,230.26
9I 745,JRG,BBI,7,BBI-JRG,260.90
9I 748,JRG,RPR,7,RPR-JRG,252.59
9I 746,JRG,CCU,7,CCU-JRG,459.76
9I 874,IXY,AMD,6,AMD-IXY,259.25
9I 505,COK,AGX,6,AGX-COK,468.04
9I 506,COK,BLR,6,BLR-COK,367.26
9I 505,COK,AGX,1,AGX-COK,468.04
9I 506,COK,BLR,1,BLR-COK,367.26
9I 534,COK,MYQ,1,MYQ-COK,232.72
9I 532,COK,MYQ,4,MYQ-COK,232.72
9I 534,COK,MYQ,2,MYQ-COK,232.72
9I 875,KLH,BLR,4,BLR-KLH,532.28
9I 876,KLH,BPM,4,BPM-KLH,452.71
9I 876,KLH,BPM,1,BPM-KLH,452.71
9I 876,KLH,BPM,2,BPM-KLH,452.71
9I 741,CCU,GAU,4,GAU-CCU,498.31
9I 737,CCU,GAU,3,GAU-CCU,498.31
9I 751,CCU,IXI,7,IXI-CCU,768.37
9I 745,CCU,JRG,7,JRG-CCU,459.76
9I 806,KUU,IXC,6,IXC-KUU,138.23
9I 806,KUU,DEL,1,DEL-KUU,369.33
9I 752,IXI,CCU,7,CCU-IXI,768.37
9I 810,LKO,GOP,7,GOP-LKO,254.24
9I 838,LUH,DEL,4,DEL-LUH,278.44
9I 533,IXE,MYQ,4,MYQ-IXE,208.15
9I 665,BOM,GBI,4,GBI-BOM,475.92
9I 651,BOM,BHU,7,BHU-BOM,304.59
9I 623,BOM,NMB,7,NMB-BOM,149.66
9I 657,BOM,GOI,7,GOI-BOM,424.80
9I 881,MYQ,GOI,7,GOI-MYQ,464.48
9I 882,MYQ,BPM,7,BPM-MYQ,612.53
9I 531,MYQ,COK,1,COK-MYQ,232.72
9I 534,MYQ,BLR,1,BLR-MYQ,156.73
9I 531,MYQ,COK,4,COK-MYQ,232.72
9I 532,MYQ,IXE,4,IXE-MYQ,208.15
9I 533,MYQ,BLR,4,BLR-MYQ,156.73
9I 531,MYQ,COK,2,COK-MYQ,232.72
9I 534,MYQ,BLR,2,BLR-MYQ,156.73
9I 871,ISK,AMD,6,AMD-ISK,354.47
9I 887,ISK,PNQ,6,PNQ-ISK,170.91
9I 888,ISK,BPM,6,BPM-ISK,563.66
9I 871,ISK,AMD,1,AMD-ISK,354.47
9I 887,ISK,PNQ,1,PNQ-ISK,170.91
9I 888,ISK,BPM,1,BPM-ISK,563.66
9I 646,PGH,DED,7,DED-PGH,179.55
9I 737,IXT,TEZ,3,TEZ-IXT,293.62
9I 836,IXP,DEL,3,DEL-IXP,432.29
9I 561,PNQ,IXG,6,IXG-PNQ,311.72
9I 562,PNQ,BPM,6,BPM-PNQ,497.00
9I 562,PNQ,BPM,1,BPM-PNQ,497.00
9I 888,PNQ,ISK,6,ISK-PNQ,170.91
9I 888,PNQ,ISK,1,ISK-PNQ,170.91
9I 886,RPR,JGB,7,JGB-RPR,236.24
9I 746,RPR,JRG,7,JRG-RPR,252.59
9I 738,TEZ,GAU,3,GAU-TEZ,136.93
S9 111,AMD,IDR,1,IDR-AMD,326.73
S9 111,AMD,IDR,3,IDR-AMD,326.73
S9 111,AMD,IDR,3,IDR-AMD,326.73
S9 111,AMD,IDR,5,IDR-AMD,326.73
S9 121,AMD,BHO,5,BHO-AMD,481.24
S9 111,AMD,IDR,5,IDR-AMD,326.73
S9 121,AMD,BHO,6,BHO-AMD,481.24
S9 111,AMD,IDR,6,IDR-AMD,326.73
S9 121,AMD,BHO,1,BHO-AMD,481.24
S9 111,AMD,IDR,1,IDR-AMD,326.73
S9 131,AMD,IDR,6,IDR-AMD,326.73
S9 122,BHO,AMD,5,AMD-BHO,481.24
S9 122,BHO,AMD,6,AMD-BHO,481.24
S9 122,BHO,AMD,1,AMD-BHO,481.24
S9 102,IDR,AMD,1,AMD-IDR,326.73
S9 102,IDR,AMD,3,AMD-IDR,326.73
S9 102,IDR,AMD,3,AMD-IDR,326.73
S9 102,IDR,AMD,5,AMD-IDR,326.73
S9 102,IDR,AMD,6,AMD-IDR,326.73
S9 102,IDR,AMD,1,AMD-IDR,326.73
S9 132,IDR,AMD,6,AMD-IDR,326.73
S9 101,IDR,RAI,3,RAI-IDR,0.00
S9 101,IDR,RAI,5,RAI-IDR,0.00
S9 101,IDR,RAI,7,RAI-IDR,0.00
S9 102,RAI,IDR,3,IDR-RAI,0.00
S9 102,RAI,IDR,5,IDR-RAI,0.00
S9 102,RAI,IDR,7,IDR-RAI,0.00
G8 666,IXA,CCU,7,CCU-IXA,316.55
G8 802,AMD,BLR,7,BLR-AMD,1221.89
G8 802,AMD,BLR,1,BLR-AMD,1221.89
G8 802,AMD,BLR,1,BLR-AMD,1221.89
G8 802,AMD,BLR,6,BLR-AMD,1221.89
G8 804,AMD,BLR,7,BLR-AMD,1221.89
G8 110,AMD,IXC,6,IXC-AMD,939.55
G8 911,AMD,IXC,6,IXC-AMD,939.55
G8 912,AMD,MAA,1,MAA-AMD,1374.95
G8 912,AMD,MAA,6,MAA-AMD,1374.95
G8 912,AMD,MAA,1,MAA-AMD,1374.95
G8 912,AMD,MAA,6,MAA-AMD,1374.95
G8 714,AMD,DEL,7,DEL-AMD,755.09
G8 714,AMD,DEL,7,DEL-AMD,755.09
G8 714,AMD,DEL,1,DEL-AMD,755.09
G8 718,AMD,DEL,7,DEL-AMD,755.09
G8 720,AMD,DEL,7,DEL-AMD,755.09
G8 915,AMD,GOI,7,GOI-AMD,864.96
G8 3021,AMD,GOI,6,GOI-AMD,864.96
G8 3023,AMD,GOI,6,GOI-AMD,864.96
G8 913,AMD,GOI,7,GOI-AMD,864.96
G8 913,AMD,GOI,1,GOI-AMD,864.96
G8 709,AMD,BPM,6,BPM-AMD,872.26
G8 707,AMD,JAI,7,JAI-AMD,525.50
G8 950,AMD,IXJ,6,IXJ-AMD,1090.39
G8 950,AMD,IXJ,6,IXJ-AMD,1090.39
G8 708,AMD,COK,7,COK-AMD,1491.93
G8 532,AMD,CCU,6,CCU-AMD,1619.94
G8 1109,AMD,LKO,7,LKO-AMD,927.40
G8 109,AMD,LKO,6,LKO-AMD,927.40
G8 381,AMD,BOM,6,BOM-AMD,444.16
G8 247,AMD,BOM,7,BOM-AMD,444.16
G8 2505,AMD,BOM,6,BOM-AMD,444.16
G8 413,AMD,BOM,6,BOM-AMD,444.16
G8 459,AMD,BOM,7,BOM-AMD,444.16
G8 537,AMD,BOM,7,BOM-AMD,444.16
G8 721,AMD,PNQ,7,PNQ-AMD,517.35
G8 721,AMD,PNQ,6,PNQ-AMD,517.35
G8 721,AMD,PNQ,6,PNQ-AMD,517.35
G8 721,AMD,PNQ,6,PNQ-AMD,517.35
G8 721,AMD,PNQ,6,PNQ-AMD,517.35
G8 953,AMD,VNS,6,VNS-AMD,1069.50
G8 953,AMD,VNS,1,VNS-AMD,1069.50
G8 405,AJL,GAU,6,GAU-AJL,272.61
G8 1824,ATQ,DEL,7,DEL-ATQ,414.49
G8 1830,ATQ,DEL,7,DEL-ATQ,414.49
G8 1859,ATQ,BOM,7,BOM-ATQ,1416.61
G8 1859,ATQ,BOM,6,BOM-ATQ,1416.61
G8 154,IXB,DEL,1,DEL-IXB,1125.76
G8 758,IXB,GAU,7,GAU-IXB,330.67
G8 537,IXB,CCU,7,CCU-IXB,447.89
G8 801,BLR,AMD,7,AMD-BLR,1221.89
G8 803,BLR,AMD,7,AMD-BLR,1221.89
G8 801,BLR,AMD,1,AMD-BLR,1221.89
G8 803,BLR,AMD,1,AMD-BLR,1221.89
G8 118,BLR,DEL,6,DEL-BLR,1708.87
G8 118,BLR,DEL,5,DEL-BLR,1708.87
G8 118,BLR,DEL,7,DEL-BLR,1708.87
G8 116,BLR,DEL,1,DEL-BLR,1708.87
G8 118,BLR,DEL,7,DEL-BLR,1708.87
G8 285,BLR,GOI,7,GOI-BLR,482.93
G8 294,BLR,BPM,1,BPM-BLR,480.14
G8 805,BLR,JAI,7,JAI-BLR,1527.96
G8 805,BLR,JAI,7,JAI-BLR,1527.96
G8 805,BLR,JAI,7,JAI-BLR,1527.96
G8 805,BLR,JAI,1,JAI-BLR,1527.96
G8 817,BLR,CCU,7,CCU-BLR,1546.84
G8 817,BLR,CCU,1,CCU-BLR,1546.84
G8 805,BLR,LKO,6,LKO-BLR,1544.12
G8 805,BLR,LKO,5,LKO-BLR,1544.12
G8 808,BLR,LKO,1,LKO-BLR,1544.12
G8 808,BLR,LKO,6,LKO-BLR,1544.12
G8 320,BLR,BOM,1,BOM-BLR,834.16
G8 399,BLR,BOM,1,BOM-BLR,834.16
G8 320,BLR,BOM,1,BOM-BLR,834.16
G8 320,BLR,BOM,6,BOM-BLR,834.16
G8 385,BLR,BOM,1,BOM-BLR,834.16
G8 395,BLR,BOM,7,BOM-BLR,834.16
G8 399,BLR,BOM,1,BOM-BLR,834.16
G8 274,BLR,PAT,1,PAT-BLR,1579.63
G8 274,BLR,PAT,5,PAT-BLR,1579.63
G8 873,BLR,PAT,1,PAT-BLR,1579.63
G8 802,BLR,IXZ,7,IXZ-BLR,1640.31
G8 802,BLR,IXZ,6,IXZ-BLR,1640.31
G8 802,BLR,IXZ,1,IXZ-BLR,1640.31
G8 802,BLR,IXZ,6,IXZ-BLR,1640.31
G8 815,BLR,PNQ,6,PNQ-BLR,722.69
G8 815,BLR,PNQ,7,PNQ-BLR,722.69
G8 815,BLR,PNQ,7,PNQ-BLR,722.69
G8 815,BLR,PNQ,1,PNQ-BLR,722.69
G8 241,BLR,PNQ,1,PNQ-BLR,722.69
G8 815,BLR,PNQ,6,PNQ-BLR,722.69
G8 374,BLR,IXR,1,IXR-BLR,1381.94
G8 374,BLR,IXR,5,IXR-BLR,1381.94
G8 401,BLR,IXR,1,IXR-BLR,1381.94
G8 1853,BLR,STV,1,STV-BLR,1025.89
G8 1853,BLR,STV,6,STV-BLR,1025.89
G8 403,BLR,VNS,5,VNS-BLR,1465.54
G8 379,BBI,BOM,1,BOM-BBI,1361.68
G8 109,IXC,AMD,6,AMD-IXC,939.55
G8 913,IXC,AMD,6,AMD-IXC,939.55
G8 807,IXC,BLR,2,BLR-IXC,1945.48
G8 807,IXC,BLR,5,BLR-IXC,1945.48
G8 104,IXC,DEL,7,DEL-IXC,237.35
G8 110,IXC,DEL,7,DEL-IXC,237.35
G8 382,IXC,BOM,1,BOM-IXC,1347.18
G8 2507,IXC,BOM,6,BOM-IXC,1347.18
G8 382,IXC,BOM,6,BOM-IXC,1347.18
G8 465,IXC,BOM,1,BOM-IXC,1347.18
G8 149,IXC,SXR,1,SXR-IXC,414.19
G8 149,IXC,SXR,7,SXR-IXC,414.19
G8 149,IXC,SXR,6,SXR-IXC,414.19
G8 149,IXC,SXR,6,SXR-IXC,414.19
G8 149,IXC,SXR,7,SXR-IXC,414.19
G8 911,IXC,SXR,6,SXR-IXC,414.19
G8 911,MAA,AMD,7,AMD-MAA,1374.95
G8 911,MAA,AMD,7,AMD-MAA,1374.95
G8 917,MAA,GOI,7,GOI-MAA,733.07
G8 504,MAA,BPM,7,BPM-MAA,528.77
G8 304,MAA,BOM,7,BOM-MAA,1033.40
G8 302,MAA,BOM,6,BOM-MAA,1033.40
G8 304,MAA,BOM,6,BOM-MAA,1033.40
G8 305,MAA,IXZ,1,IXZ-MAA,1372.56
G8 305,MAA,IXZ,6,IXZ-MAA,1372.56
G8 309,MAA,IXZ,1,IXZ-MAA,1372.56
G8 451,MAA,PNQ,7,PNQ-MAA,912.88
G8 451,MAA,PNQ,3,PNQ-MAA,912.88
G8 2604,CJB,BOM,7,BOM-CJB,1001.79
G8 2603,CJB,PNQ,4,PNQ-CJB,904.30
G8 1832,DED,DEL,6,DEL-DED,209.71
G8 1836,DED,DEL,1,DEL-DED,209.71
G8 1838,DED,BOM,7,BOM-DED,1345.34
G8 713,DEL,AMD,5,AMD-DEL,755.09
G8 713,DEL,AMD,6,AMD-DEL,755.09
G8 713,DEL,AMD,4,AMD-DEL,755.09
G8 717,DEL,AMD,7,AMD-DEL,755.09
G8 719,DEL,AMD,7,AMD-DEL,755.09
G8 400,DEL,AJL,7,AJL-DEL,1633.64
G8 1823,DEL,ATQ,7,ATQ-DEL,414.49
G8 1829,DEL,ATQ,7,ATQ-DEL,414.49
G8 153,DEL,IXB,7,IXB-DEL,1125.76
G8 157,DEL,IXB,1,IXB-DEL,1125.76
G8 113,DEL,BLR,7,BLR-DEL,1708.87
G8 119,DEL,BLR,7,BLR-DEL,1708.87
G8 107,DEL,IXC,7,IXC-DEL,237.35
G8 108,DEL,IXC,7,IXC-DEL,237.35
G8 1831,DEL,DED,7,DED-DEL,209.71
G8 1835,DEL,DED,7,DED-DEL,209.71
G8 194,DEL,GOI,7,GOI-DEL,1502.89
G8 300,DEL,GOI,7,GOI-DEL,1502.89
G8 194,DEL,GOI,7,GOI-DEL,1502.89
G8 286,DEL,GOI,6,GOI-DEL,1502.89
G8 286,DEL,GOI,6,GOI-DEL,1502.89
G8 3019,DEL,GOI,7,GOI-DEL,1502.89
G8 151,DEL,GAU,7,GAU-DEL,1456.12
G8 423,DEL,BPM,1,BPM-DEL,1242.47
G8 423,DEL,BPM,7,BPM-DEL,1242.47
G8 423,DEL,BPM,1,BPM-DEL,1242.47
G8 422,DEL,BPM,7,BPM-DEL,1242.47
G8 423,DEL,BPM,6,BPM-DEL,1242.47
G8 185,DEL,IXJ,1,IXJ-DEL,507.77
G8 697,DEL,IXJ,7,IXJ-DEL,507.77
G8 101,DEL,CCU,7,CCU-DEL,1312.81
G8 101,DEL,CCU,7,CCU-DEL,1312.81
G8 101,DEL,CCU,1,CCU-DEL,1312.81
G8 105,DEL,CCU,6,CCU-DEL,1312.81
G8 357,DEL,IXL,7,IXL-DEL,621.97
G8 205,DEL,IXL,7,IXL-DEL,621.97
G8 357,DEL,IXL,7,IXL-DEL,621.97
G8 357,DEL,IXL,7,IXL-DEL,621.97
G8 203,DEL,IXL,3,IXL-DEL,621.97
G8 221,DEL,IXL,4,IXL-DEL,621.97
G8 225,DEL,IXL,7,IXL-DEL,621.97
G8 357,DEL,IXL,7,IXL-DEL,621.97
G8 268,DEL,LKO,7,LKO-DEL,423.61
G8 268,DEL,LKO,7,LKO-DEL,423.61
G8 268,DEL,LKO,1,LKO-DEL,423.61
G8 268,DEL,LKO,6,LKO-DEL,423.61
G8 268,DEL,LKO,7,LKO-DEL,423.61
G8 188,DEL,LKO,7,LKO-DEL,423.61
G8 207,DEL,LKO,7,LKO-DEL,423.61
G8 2609,DEL,LKO,7,LKO-DEL,423.61
G8 268,DEL,LKO,6,LKO-DEL,423.61
G8 2501,DEL,BOM,1,BOM-DEL,1136.82
G8 323,DEL,BOM,5,BOM-DEL,1136.82
G8 330,DEL,BOM,1,BOM-DEL,1136.82
G8 334,DEL,BOM,6,BOM-DEL,1136.82
