fltno,dest,source,freq,route,distance
I5 2887,IDR,BLR,1,BLR-IDR,1077.96
I5 2887,IDR,BLR,6,BLR-IDR,1077.96
I5 2469,IDR,BLR,7,BLR-IDR,1077.96
I5 1825,IXC,BLR,6,BLR-IXC,1945.48
I5 1425,PNQ,BLR,7,BLR-PNQ,722.69
I5 1473,PNQ,BLR,1,BLR-PNQ,722.69
I5 1427,PNQ,BLR,1,BLR-PNQ,722.69
I5 1427,PNQ,BLR,5,BLR-PNQ,722.69
I5 1427,PNQ,BLR,1,BLR-PNQ,722.69
I5 1983,GAU,BLR,1,BLR-GAU,2039.39
I5 1983,GAU,BLR,5,BLR-GAU,2039.39
I5 1983,GAU,BLR,1,BLR-GAU,2039.39
I5 2386,MAA,BLR,7,BLR-MAA,267.75
I5 2380,MAA,BLR,7,BLR-MAA,267.75
I5 1478,STV,BLR,7,BLR-STV,1025.89
I5 1475,STV,BLR,7,BLR-STV,1025.89
I5 1325,GOI,BLR,6,BLR-GOI,482.93
I5 1325,GOI,BLR,1,BLR-GOI,482.93
I5 1321,GOI,BLR,6,BLR-GOI,482.93
I5 1321,GOI,BLR,1,BLR-GOI,482.93
I5 1335,GOI,BLR,1,BLR-GOI,482.93
I5 1335,GOI,BLR,6,BLR-GOI,482.93
I5 1329,GOI,BLR,1,BLR-GOI,482.93
I5 1329,GOI,BLR,6,BLR-GOI,482.93
I5 591,CCU,BLR,7,BLR-CCU,1546.84
I5 1829,CCU,BLR,7,BLR-CCU,1546.84
I5 545,DEL,IXR,7,IXR-DEL,1007.64
I5 1621,BLR,IXR,1,IXR-BLR,1381.94
I5 1621,BLR,IXR,6,IXR-BLR,1381.94
I5 1621,BLR,IXR,1,IXR-BLR,1381.94
I5 1621,BLR,IXR,6,IXR-BLR,1381.94
I5 549,CCU,IXR,7,IXR-CCU,328.19
I5 510,HYD,IDR,7,IDR-HYD,669.41
I5 516,HYD,IDR,6,IDR-HYD,669.41
I5 516,HYD,IDR,1,IDR-HYD,669.41
I5 2886,BLR,IDR,1,IDR-BLR,1077.96
I5 2886,BLR,IDR,6,IDR-BLR,1077.96
I5 2467,BLR,IDR,1,IDR-BLR,1077.96
I5 2467,BLR,IDR,6,IDR-BLR,1077.96
I5 2464,GOI,IDR,1,IDR-GOI,842.08
I5 2464,GOI,IDR,6,IDR-GOI,842.08
I5 1826,BLR,IXC,1,IXC-BLR,1945.48
I5 1826,BLR,IXC,5,IXC-BLR,1945.48
I5 1826,BLR,IXC,6,IXC-BLR,1945.48
I5 731,DEL,PNQ,7,PNQ-DEL,1155.08
I5 735,DEL,PNQ,4,PNQ-DEL,1155.08
I5 1427,JAI,PNQ,1,PNQ-JAI,936.76
I5 1427,JAI,PNQ,5,PNQ-JAI,936.76
I5 1427,JAI,PNQ,1,PNQ-JAI,936.76
I5 1424,BLR,PNQ,7,PNQ-BLR,722.69
I5 1472,BLR,PNQ,1,PNQ-BLR,722.69
I5 1426,BLR,PNQ,1,PNQ-BLR,722.69
I5 1426,BLR,PNQ,5,PNQ-BLR,722.69
I5 1426,BLR,PNQ,1,PNQ-BLR,722.69
I5 1424,BLR,PNQ,1,PNQ-BLR,722.69
I5 1424,BLR,PNQ,6,PNQ-BLR,722.69
I5 1472,BLR,PNQ,1,PNQ-BLR,722.69
I5 1426,BLR,PNQ,1,PNQ-BLR,722.69
I5 1426,BLR,PNQ,5,PNQ-BLR,722.69
I5 598,CCU,PNQ,7,PNQ-CCU,1577.31
I5 787,DEL,GAU,1,GAU-DEL,1456.12
I5 787,DEL,GAU,7,GAU-DEL,1456.12
I5 783,DEL,GAU,1,GAU-DEL,1456.12
I5 783,DEL,GAU,3,GAU-DEL,1456.12
I5 783,DEL,GAU,4,GAU-DEL,1456.12
I5 785,DEL,GAU,7,GAU-DEL,1456.12
I5 784,IMF,GAU,7,GAU-IMF,276.12
I5 1982,BLR,GAU,1,GAU-BLR,2039.39
I5 1982,BLR,GAU,1,GAU-BLR,2039.39
I5 1982,BLR,GAU,5,GAU-BLR,2039.39
I5 1982,BLR,GAU,1,GAU-BLR,2039.39
I5 1982,BLR,GAU,4,GAU-BLR,2039.39
I5 1982,BLR,GAU,1,GAU-BLR,2039.39
I5 538,CCU,GAU,7,GAU-CCU,498.31
I5 2990,CCU,GAU,7,GAU-CCU,498.31
I5 2991,CCU,GAU,7,GAU-CCU,498.31
I5 2380,BBI,MAA,7,MAA-BBI,1006.12
I5 2389,BLR,MAA,7,MAA-BLR,267.75
I5 2383,BLR,MAA,7,MAA-BLR,267.75
I5 2389,BLR,MAA,7,MAA-BLR,267.75
I5 2474,BLR,MAA,6,MAA-BLR,267.75
I5 522,CCU,MAA,1,MAA-CCU,1385.71
I5 1476,BLR,STV,1,STV-BLR,1025.89
I5 1476,BLR,STV,6,STV-BLR,1025.89
I5 1517,HYD,GOI,6,GOI-HYD,532.12
I5 1517,HYD,GOI,1,GOI-HYD,532.12
I5 779,DEL,GOI,1,GOI-DEL,1502.89
I5 779,DEL,GOI,6,GOI-DEL,1502.89
I5 779,DEL,GOI,1,GOI-DEL,1502.89
I5 775,DEL,GOI,1,GOI-DEL,1502.89
I5 775,DEL,GOI,6,GOI-DEL,1502.89
I5 798,DEL,GOI,7,GOI-DEL,1502.89
I5 773,DEL,GOI,7,GOI-DEL,1502.89
I5 1324,BLR,GOI,1,GOI-BLR,482.93
I5 1324,BLR,GOI,1,GOI-BLR,482.93
I5 1324,BLR,GOI,5,GOI-BLR,482.93
I5 1322,BLR,GOI,1,GOI-BLR,482.93
I5 1322,BLR,GOI,6,GOI-BLR,482.93
I5 1334,BLR,GOI,1,GOI-BLR,482.93
I5 1334,BLR,GOI,6,GOI-BLR,482.93
I5 1328,BLR,GOI,1,GOI-BLR,482.93
I5 1328,BLR,GOI,6,GOI-BLR,482.93
I5 1324,BLR,GOI,7,GOI-BLR,482.93
I5 2465,IDR,GOI,7,GOI-IDR,842.08
I5 511,HYD,CCU,6,CCU-HYD,1207.67
I5 511,HYD,CCU,1,CCU-HYD,1207.67
I5 548,DEL,CCU,1,CCU-DEL,1312.81
I5 548,DEL,CCU,7,CCU-DEL,1312.81
I5 550,DEL,CCU,7,CCU-DEL,1312.81
I5 536,BBI,CCU,7,CCU-BBI,381.89
I5 1562,BBI,CCU,7,CCU-BBI,381.89
I5 2678,NAG,CCU,7,CCU-NAG,985.18
I5 583,IXB,CCU,7,CCU-IXB,447.89
I5 588,IXB,CCU,7,CCU-IXB,447.89
I5 583,IXB,CCU,7,CCU-IXB,447.89
I5 588,IXB,CCU,7,CCU-IXB,447.89
I5 518,VTZ,CCU,7,CCU-VTZ,772.68
I5 525,IMF,CCU,7,CCU-IMF,602.16
I5 2990,BLR,CCU,1,CCU-BLR,1546.84
I5 2990,BLR,CCU,6,CCU-BLR,1546.84
I5 592,BLR,CCU,7,CCU-BLR,1546.84
I5 2472,BLR,CCU,7,CCU-BLR,1546.84
I5 545,IXR,CCU,7,CCU-IXR,328.19
I5 599,PNQ,CCU,7,CCU-PNQ,1577.31
I5 539,GAU,CCU,7,CCU-GAU,498.31
I5 2991,GAU,CCU,7,CCU-GAU,498.31
I5 715,DEL,SXR,7,SXR-DEL,642.91
I5 718,DEL,HYD,7,HYD-DEL,1266.57
I5 726,DEL,HYD,7,HYD-DEL,1266.57
I5 718,DEL,HYD,1,HYD-DEL,1266.57
I5 718,DEL,HYD,7,HYD-DEL,1266.57
I5 1568,BBI,HYD,7,HYD-BBI,846.88
I5 1568,BBI,HYD,7,HYD-BBI,846.88
I5 1526,COK,HYD,6,HYD-COK,817.06
I5 1526,COK,HYD,1,HYD-COK,817.06
I5 771,AMD,HYD,5,HYD-AMD,887.70
I5 1543,JAI,HYD,7,HYD-JAI,1100.16
I5 1516,BLR,HYD,6,HYD-BLR,455.16
I5 1516,BLR,HYD,1,HYD-BLR,455.16
I5 515,BLR,HYD,1,HYD-BLR,455.16
I5 1582,BLR,HYD,5,HYD-BLR,455.16
I5 1528,BLR,HYD,7,HYD-BLR,455.16
I5 1582,BLR,HYD,1,HYD-BLR,455.16
I5 1576,BLR,HYD,7,HYD-BLR,455.16
I5 1722,BLR,HYD,6,HYD-BLR,455.16
I5 1622,BLR,HYD,6,HYD-BLR,455.16
I5 1516,BLR,HYD,6,HYD-BLR,455.16
I5 1516,BLR,HYD,1,HYD-BLR,455.16
I5 513,IDR,HYD,7,HYD-IDR,669.41
I5 511,IDR,HYD,6,HYD-IDR,669.41
I5 511,IDR,HYD,1,HYD-IDR,669.41
I5 2381,MAA,HYD,7,HYD-MAA,507.21
I5 517,MAA,HYD,5,HYD-MAA,507.21
I5 517,MAA,HYD,5,HYD-MAA,507.21
I5 2381,MAA,HYD,7,HYD-MAA,507.21
I5 1518,GOI,HYD,6,HYD-GOI,532.12
I5 1518,GOI,HYD,1,HYD-GOI,532.12
I5 510,CCU,HYD,1,HYD-CCU,1207.67
I5 510,CCU,HYD,1,HYD-CCU,1207.67
I5 510,CCU,HYD,6,HYD-CCU,1207.67
I5 510,CCU,HYD,6,HYD-CCU,1207.67
I5 719,HYD,DEL,7,DEL-HYD,1266.57
I5 727,HYD,DEL,7,DEL-HYD,1266.57
I5 755,HYD,DEL,7,DEL-HYD,1266.57
I5 768,IXB,DEL,7,DEL-IXB,1125.76
I5 757,IXB,DEL,7,DEL-IXB,1125.76
I5 780,IMF,DEL,7,DEL-IMF,1720.47
I5 702,AMD,DEL,7,DEL-AMD,755.09
I5 604,AMD,DEL,1,DEL-AMD,755.09
I5 772,AMD,DEL,5,DEL-AMD,755.09
I5 704,AMD,DEL,7,DEL-AMD,755.09
I5 796,AMD,DEL,7,DEL-AMD,755.09
I5 2878,BLR,DEL,7,DEL-BLR,1708.87
I5 737,BLR,DEL,7,DEL-BLR,1708.87
I5 741,BLR,DEL,7,DEL-BLR,1708.87
I5 722,BLR,DEL,7,DEL-BLR,1708.87
I5 745,IXR,DEL,7,DEL-IXR,1007.64
I5 549,IXR,DEL,7,DEL-IXR,1007.64
I5 753,IDR,DEL,7,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 605,IDR,DEL,1,DEL-IDR,661.52
I5 6050,IDR,DEL,1,DEL-IDR,661.52
I5 749,IDR,DEL,7,DEL-IDR,661.52
I5 332,IXC,DEL,6,DEL-IXC,237.35
I5 610,IXC,DEL,1,DEL-IXC,237.35
I5 613,IXC,DEL,1,DEL-IXC,237.35
I5 482,IXC,DEL,7,DEL-IXC,237.35
I5 736,PNQ,DEL,7,DEL-PNQ,1155.08
I5 729,PNQ,DEL,7,DEL-PNQ,1155.08
I5 732,PNQ,DEL,7,DEL-PNQ,1155.08
I5 789,GAU,DEL,7,DEL-GAU,1456.12
I5 784,GAU,DEL,7,DEL-GAU,1456.12
I5 786,GAU,DEL,7,DEL-GAU,1456.12
I5 762,MAA,DEL,7,DEL-MAA,1759.82
I5 764,MAA,DEL,7,DEL-MAA,1759.82
I5 766,MAA,DEL,7,DEL-MAA,1759.82
I5 778,GOI,DEL,7,DEL-GOI,1502.89
I5 776,GOI,DEL,7,DEL-GOI,1502.89
I5 799,GOI,DEL,7,DEL-GOI,1502.89
I5 797,GOI,DEL,7,DEL-GOI,1502.89
I5 774,GOI,DEL,7,DEL-GOI,1502.89
I5 551,CCU,DEL,7,DEL-CCU,1312.81
I5 547,CCU,DEL,7,DEL-CCU,1312.81
I5 716,SXR,DEL,7,DEL-SXR,642.91
I5 713,SXR,DEL,7,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,1,DEL-SXR,642.91
I5 747,SXR,DEL,6,DEL-SXR,642.91
I5 1564,HYD,BBI,7,BBI-HYD,846.88
I5 1562,BLR,BBI,7,BBI-BLR,1165.68
I5 1567,BLR,BBI,7,BBI-BLR,1165.68
I5 536,BLR,BBI,1,BBI-BLR,1165.68
I5 536,BLR,BBI,6,BBI-BLR,1165.68
I5 1562,BLR,BBI,7,BBI-BLR,1165.68
I5 535,CCU,BBI,1,BBI-CCU,381.89
I5 535,CCU,BBI,1,BBI-CCU,381.89
I5 535,CCU,BBI,6,BBI-CCU,381.89
I5 535,CCU,BBI,7,BBI-CCU,381.89
I5 1563,CCU,BBI,7,BBI-CCU,381.89
I5 767,DEL,IXB,7,IXB-DEL,1125.76
I5 2392,BLR,IXB,7,IXB-BLR,1863.41
I5 582,CCU,IXB,7,IXB-CCU,447.89
I5 589,CCU,IXB,7,IXB-CCU,447.89
I5 1529,HYD,COK,6,COK-HYD,817.06
I5 1529,HYD,COK,6,COK-HYD,817.06
I5 1529,HYD,COK,1,COK-HYD,817.06
I5 1127,BLR,COK,6,COK-BLR,367.26
I5 1129,BLR,COK,6,COK-BLR,367.26
I5 1129,BLR,COK,6,COK-BLR,367.26
I5 1129,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,3,COK-BLR,367.26
I5 1451,BLR,COK,3,COK-BLR,367.26
I5 1451,BLR,COK,3,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1451,BLR,COK,1,COK-BLR,367.26
I5 1354,BLR,COK,1,COK-BLR,367.26
I5 1129,BLR,COK,1,COK-BLR,367.26
I5 1129,BLR,COK,1,COK-BLR,367.26
I5 1129,BLR,COK,6,COK-BLR,367.26
I5 1129,BLR,COK,6,COK-BLR,367.26
I5 881,DEL,BOM,1,BOM-DEL,1136.82
I5 314,DEL,BOM,1,BOM-DEL,1136.82
I5 314,DEL,BOM,7,BOM-DEL,1136.82
I5 306,BLR,BOM,1,BOM-BLR,834.16
I5 306,BLR,BOM,1,BOM-BLR,834.16
I5 306,BLR,BOM,5,BOM-BLR,834.16
I5 303,BLR,BOM,7,BOM-BLR,834.16
I5 303,BLR,BOM,7,BOM-BLR,834.16
I5 304,BLR,BOM,7,BOM-BLR,834.16
I5 304,BLR,BOM,7,BOM-BLR,834.16
I5 334,BLR,BOM,7,BOM-BLR,834.16
I5 334,BLR,BOM,7,BOM-BLR,834.16
I5 306,BLR,BOM,7,BOM-BLR,834.16
I5 313,MAA,BOM,5,BOM-MAA,1033.40
I5 316,CCU,BOM,1,BOM-CCU,1665.49
I5 316,CCU,BOM,6,BOM-CCU,1665.49
I5 1458,BLR,VTZ,7,VTZ-BLR,776.62
I5 1452,BLR,VTZ,1,VTZ-BLR,776.62
I5 1452,BLR,VTZ,6,VTZ-BLR,776.62
I5 1458,BLR,VTZ,6,VTZ-BLR,776.62
I5 1458,BLR,VTZ,1,VTZ-BLR,776.62
I5 519,CCU,VTZ,1,VTZ-CCU,772.68
I5 519,CCU,VTZ,7,VTZ-CCU,772.68
I5 788,DEL,IMF,7,IMF-DEL,1720.47
I5 783,GAU,IMF,7,IMF-GAU,276.12
I5 501,IXA,IMF,3,IMF-IXA,286.11
I5 1228,BLR,AMD,1,AMD-BLR,1221.89
I5 1228,BLR,AMD,6,AMD-BLR,1221.89
I5 1576,HYD,JAI,7,JAI-HYD,1100.16
I5 1728,BLR,JAI,1,JAI-BLR,1527.96
I5 1728,BLR,JAI,6,JAI-BLR,1527.96
I5 1720,BLR,JAI,1,JAI-BLR,1527.96
I5 1720,BLR,JAI,6,JAI-BLR,1527.96
I5 1728,BLR,JAI,1,JAI-BLR,1527.96
I5 1728,BLR,JAI,6,JAI-BLR,1527.96
I5 1426,PNQ,JAI,1,JAI-PNQ,936.76
I5 1426,PNQ,JAI,5,JAI-PNQ,936.76
I5 1426,PNQ,JAI,1,JAI-PNQ,936.76
I5 1583,HYD,BLR,6,BLR-HYD,455.16
I5 513,HYD,BLR,7,BLR-HYD,455.16
I5 1543,HYD,BLR,7,BLR-HYD,455.16
I5 1527,HYD,BLR,1,BLR-HYD,455.16
I5 1527,HYD,BLR,6,BLR-HYD,455.16
I5 1519,HYD,BLR,6,BLR-HYD,455.16
I5 1519,HYD,BLR,1,BLR-HYD,455.16
I5 740,DEL,BLR,7,BLR-DEL,1708.87
I5 2879,DEL,BLR,7,BLR-DEL,1708.87
I5 721,DEL,BLR,7,BLR-DEL,1708.87
I5 738,DEL,BLR,7,BLR-DEL,1708.87
I5 535,BBI,BLR,7,BLR-BBI,1165.68
I5 1565,BBI,BLR,7,BLR-BBI,1165.68
I5 1563,BBI,BLR,7,BLR-BBI,1165.68
I5 535,BBI,BLR,7,BLR-BBI,1165.68
I5 535,BBI,BLR,7,BLR-BBI,1165.68
I5 1565,BBI,BLR,7,BLR-BBI,1165.68
I5 1563,BBI,BLR,7,BLR-BBI,1165.68
I5 2393,IXB,BLR,7,BLR-IXB,1863.41
I5 1452,COK,BLR,1,BLR-COK,367.26
I5 1452,COK,BLR,6,BLR-COK,367.26
I5 1125,COK,BLR,6,BLR-COK,367.26
I5 1128,COK,BLR,6,BLR-COK,367.26
I5 1130,COK,BLR,6,BLR-COK,367.26
I5 1130,COK,BLR,1,BLR-COK,367.26
I5 308,BOM,BLR,5,BLR-BOM,834.16
I5 308,BOM,BLR,2,BLR-BOM,834.16
I5 308,BOM,BLR,1,BLR-BOM,834.16
I5 1453,VTZ,BLR,1,BLR-VTZ,776.62
I5 1453,VTZ,BLR,6,BLR-VTZ,776.62
I5 1459,VTZ,BLR,7,BLR-VTZ,776.62
I5 1229,AMD,BLR,7,BLR-AMD,1221.89
I5 1721,JAI,BLR,7,BLR-JAI,1527.96
I5 1729,JAI,BLR,7,BLR-JAI,1527.96
I5 1622,IXR,BLR,1,BLR-IXR,1381.94
I5 1622,IXR,BLR,6,BLR-IXR,1381.94
I5 1359,IDR,BLR,1,BLR-IDR,1077.96
I5 1359,IDR,BLR,6,BLR-IDR,1077.96
I5 2469,IDR,BLR,7,BLR-IDR,1077.96
I5 1825,IXC,BLR,6,BLR-IXC,1945.48
I5 1825,IXC,BLR,6,BLR-IXC,1945.48
I5 1425,PNQ,BLR,7,BLR-PNQ,722.69
I5 1473,PNQ,BLR,1,BLR-PNQ,722.69
I5 1427,PNQ,BLR,5,BLR-PNQ,722.69
I5 1427,PNQ,BLR,1,BLR-PNQ,722.69
I5 1427,PNQ,BLR,1,BLR-PNQ,722.69
I5 1983,GAU,BLR,1,BLR-GAU,2039.39
I5 1983,GAU,BLR,5,BLR-GAU,2039.39
I5 1983,GAU,BLR,1,BLR-GAU,2039.39
I5 2386,MAA,BLR,7,BLR-MAA,267.75
I5 2475,MAA,BLR,6,BLR-MAA,267.75
I5 2380,MAA,BLR,7,BLR-MAA,267.75
I5 2392,MAA,BLR,7,BLR-MAA,267.75
I5 2380,MAA,BLR,7,BLR-MAA,267.75
I5 1325,GOI,BLR,7,BLR-GOI,482.93
I5 1321,GOI,BLR,1,BLR-GOI,482.93
I5 1321,GOI,BLR,6,BLR-GOI,482.93
I5 1335,GOI,BLR,1,BLR-GOI,482.93
I5 1335,GOI,BLR,6,BLR-GOI,482.93
I5 1329,GOI,BLR,1,BLR-GOI,482.93
I5 1329,GOI,BLR,6,BLR-GOI,482.93
I5 2473,CCU,BLR,7,BLR-CCU,1546.84
I5 591,CCU,BLR,6,BLR-CCU,1546.84
I5 591,CCU,BLR,7,BLR-CCU,1546.84
I5 2991,CCU,BLR,7,BLR-CCU,1546.84
I5 545,DEL,IXR,7,IXR-DEL,1007.64
I5 1621,BLR,IXR,1,IXR-BLR,1381.94
I5 1621,BLR,IXR,6,IXR-BLR,1381.94
I5 549,CCU,IXR,7,IXR-CCU,328.19
I5 510,HYD,IDR,7,IDR-HYD,669.41
I5 515,HYD,IDR,6,IDR-HYD,669.41
I5 515,HYD,IDR,1,IDR-HYD,669.41
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 604,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,6,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 748,DEL,IDR,1,IDR-DEL,661.52
I5 752,DEL,IDR,1,IDR-DEL,661.52
I5 752,DEL,IDR,7,IDR-DEL,661.52
I5 2467,BLR,IDR,1,IDR-BLR,1077.96
I5 2467,BLR,IDR,6,IDR-BLR,1077.96
I5 2467,BLR,IDR,6,IDR-BLR,1077.96
I5 2467,BLR,IDR,1,IDR-BLR,1077.96
I5 2464,GOI,IDR,7,IDR-GOI,842.08
I5 1325,BLR,IXC,5,IXC-BLR,1945.48
I5 1325,BLR,IXC,1,IXC-BLR,1945.48
I5 728,DEL,PNQ,7,PNQ-DEL,1155.08
I5 731,DEL,PNQ,7,PNQ-DEL,1155.08
I5 735,DEL,PNQ,4,PNQ-DEL,1155.08
I5 735,DEL,PNQ,3,PNQ-DEL,1155.08
I5 728,DEL,PNQ,1,PNQ-DEL,1155.08
I5 728,DEL,PNQ,7,PNQ-DEL,1155.08
I5 1427,JAI,PNQ,1,PNQ-JAI,936.76
I5 1427,JAI,PNQ,5,PNQ-JAI,936.76
I5 1427,JAI,PNQ,1,PNQ-JAI,936.76
I5 1426,BLR,PNQ,1,PNQ-BLR,722.69
I5 1424,BLR,PNQ,7,PNQ-BLR,722.69
I5 1472,BLR,PNQ,1,PNQ-BLR,722.69
I5 1426,BLR,PNQ,1,PNQ-BLR,722.69
I5 1426,BLR,PNQ,5,PNQ-BLR,722.69
I5 1426,BLR,PNQ,1,PNQ-BLR,722.69
I5 598,CCU,PNQ,7,PNQ-CCU,1577.31
I5 787,DEL,GAU,1,GAU-DEL,1456.12
I5 787,DEL,GAU,7,GAU-DEL,1456.12
I5 783,DEL,GAU,4,GAU-DEL,1456.12
I5 783,DEL,GAU,3,GAU-DEL,1456.12
I5 785,DEL,GAU,7,GAU-DEL,1456.12
I5 787,DEL,GAU,1,GAU-DEL,1456.12
I5 787,DEL,GAU,7,GAU-DEL,1456.12
I5 784,IMF,GAU,7,GAU-IMF,276.12
I5 1882,BLR,GAU,1,GAU-BLR,2039.39
I5 1982,BLR,GAU,1,GAU-BLR,2039.39
I5 1982,BLR,GAU,5,GAU-BLR,2039.39
I5 580,IXA,GAU,4,GAU-IXA,249.20
I5 584,CCU,GAU,7,GAU-CCU,498.31
I5 538,CCU,GAU,7,GAU-CCU,498.31
I5 2990,CCU,GAU,7,GAU-CCU,498.31
I5 2382,HYD,MAA,7,MAA-HYD,507.21
I5 761,DEL,MAA,1,MAA-DEL,1759.82
I5 761,DEL,MAA,7,MAA-DEL,1759.82
I5 2383,BLR,MAA,7,MAA-BLR,267.75
I5 2389,BLR,MAA,7,MAA-BLR,267.75
I5 2393,BLR,MAA,7,MAA-BLR,267.75
I5 1517,HYD,GOI,6,GOI-HYD,532.12
I5 1517,HYD,GOI,1,GOI-HYD,532.12
I5 779,DEL,GOI,7,GOI-DEL,1502.89
I5 779,DEL,GOI,1,GOI-DEL,1502.89
I5 775,DEL,GOI,7,GOI-DEL,1502.89
I5 798,DEL,GOI,7,GOI-DEL,1502.89
I5 796,DEL,GOI,7,GOI-DEL,1502.89
I5 773,DEL,GOI,7,GOI-DEL,1502.89
I5 779,DEL,GOI,6,GOI-DEL,1502.89
I5 1322,BLR,GOI,1,GOI-BLR,482.93
I5 1322,BLR,GOI,6,GOI-BLR,482.93
I5 1334,BLR,GOI,1,GOI-BLR,482.93
I5 1334,BLR,GOI,6,GOI-BLR,482.93
I5 1328,BLR,GOI,1,GOI-BLR,482.93
I5 1328,BLR,GOI,6,GOI-BLR,482.93
I5 1324,BLR,GOI,1,GOI-BLR,482.93
I5 1324,BLR,GOI,5,GOI-BLR,482.93
I5 1322,BLR,GOI,1,GOI-BLR,482.93
I5 1322,BLR,GOI,6,GOI-BLR,482.93
I5 1334,BLR,GOI,1,GOI-BLR,482.93
I5 1334,BLR,GOI,6,GOI-BLR,482.93
I5 1328,BLR,GOI,7,GOI-BLR,482.93
I5 2465,IDR,GOI,7,GOI-IDR,842.08
I5 511,HYD,CCU,6,CCU-HYD,1207.67
I5 511,HYD,CCU,1,CCU-HYD,1207.67
I5 548,DEL,CCU,7,CCU-DEL,1312.81
